year,id_,indus10,polviews,racdif1,racdif2,racdif3,racdif4,workwhts,workblks,workhsps,intlwhts,intlblks,intlhsps,marblk,marhisp,marwht,letin1a
2016,173,"Civic, social, advocacy organizations, and grantmaking and giving services",.d:  Do not Know/Cannot Choose,YES,NO,YES,YES,6,4,.i:  Inapplicable,INTELLIGENT,INTELLIGENT,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2016,174,Other administrative and other support services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,175,Labor unions,Slightly liberal,NO,YES,YES,YES,3,2,.i:  Inapplicable,3,3,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2016,176, Restaurants and other food services,"Moderate, middle of the road",YES,NO,YES,NO,3,3,.i:  Inapplicable,4,4,.i:  Inapplicable,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a lot
2016,177,Construction,Extremely liberal,YES,NO,NO,NO,HARDWORKING,HARDWORKING,.i:  Inapplicable,INTELLIGENT,INTELLIGENT,.i:  Inapplicable,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2016,178,Pharmacies and drug stores,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,179,"Colleges and universities, including junior colleges",Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,180,Elementary and secondary schools,"Moderate, middle of the road",YES,NO,NO,YES,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2016,181,Hospitals,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,182,Elementary and secondary schools,Liberal,YES,NO,YES,.d:  Do not Know/Cannot Choose,4,3,.i:  Inapplicable,4,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2016,183,Hospitals,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,184,.i:  Inapplicable,Extremely conservative,YES,YES,NO,YES,5,3,.i:  Inapplicable,4,INTELLIGENT,.i:  Inapplicable,STRONGLY FAVOR,FAVOR,STRONGLY OPPOSE,Remain the same as it is
2016,185,"Soap, cleaning compound, and cosmetics manufacturing","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,186,Clothing stores,Conservative,NO,YES,YES,NO,2,2,.i:  Inapplicable,6,5,.i:  Inapplicable,FAVOR,FAVOR,FAVOR,Remain the same as it is
2016,187,Individual and family services,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,188,.n:  No answer,Extremely liberal,NO,NO,NO,NO,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a lot
2016,189,.i:  Inapplicable,Slightly conservative,NO,NO,.d:  Do not Know/Cannot Choose,YES,3,5,.i:  Inapplicable,5,5,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2016,190,Cut and sew apparel manufacturing,"Moderate, middle of the road",NO,NO,NO,YES,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2016,191,"Colleges and universities, including junior colleges","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,192,Cut and sew apparel manufacturing,"Moderate, middle of the road",NO,NO,NO,NO,2,LAZY,.i:  Inapplicable,2,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,FAVOR,Increased a little
2016,193,Hospitals,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,194,Beauty salons,"Moderate, middle of the road",NO,NO,NO,YES,6,4,.i:  Inapplicable,INTELLIGENT,6,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,FAVOR,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2016,195,Construction,"Moderate, middle of the road",YES,NO,NO,NO,4,6,.i:  Inapplicable,6,4,.i:  Inapplicable,FAVOR,FAVOR,FAVOR,Reduced a little
2016,196,.n:  No answer,Liberal,NO,NO,YES,NO,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,OPPOSE,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Increased a lot
2016,197,Pharmacies and drug stores,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,198,"Colleges and universities, including junior colleges",Slightly conservative,YES,NO,NO,YES,2,4,.i:  Inapplicable,INTELLIGENT,INTELLIGENT,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2016,199, Restaurants and other food services,"Moderate, middle of the road",.d:  Do not Know/Cannot Choose,NO,.d:  Do not Know/Cannot Choose,NO,3,3,.i:  Inapplicable,5,5,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2016,200,Banking and related activities,"Moderate, middle of the road",NO,NO,NO,NO,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2016,201,Video tape and disk rental,Slightly conservative,YES,NO,YES,NO,3,3,.i:  Inapplicable,5,5,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2016,202,Construction,"Moderate, middle of the road",NO,NO,NO,YES,4,5,.i:  Inapplicable,5,4,.i:  Inapplicable,FAVOR,FAVOR,FAVOR,Reduced a little
2016,203,Beverage manufacturing,"Moderate, middle of the road",NO,NO,YES,NO,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2016,204,Legal services,Slightly liberal,NO,NO,YES,NO,4,5,.i:  Inapplicable,4,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2016,205,"Independent artists, performing arts, spectator sports, and related industries",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,206,Offices of other health practitioners,Liberal,YES,NO,YES,NO,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2016,207,Natural gas distribution,"Moderate, middle of the road",NO,NO,NO,YES,3,6,.i:  Inapplicable,6,3,.i:  Inapplicable,STRONGLY OPPOSE,FAVOR,STRONGLY OPPOSE,Reduced a little
2016,208,Beauty salons,"Moderate, middle of the road",YES,NO,YES,NO,4,HARDWORKING,.i:  Inapplicable,4,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot
2016,209, Restaurants and other food services,"Moderate, middle of the road",YES,NO,YES,NO,5,4,.i:  Inapplicable,4,4,.i:  Inapplicable,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2016,210,Oil and gas extraction,Slightly conservative,NO,NO,YES,NO,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,STRONGLY OPPOSE,STRONGLY OPPOSE,STRONGLY FAVOR,Remain the same as it is
2016,211,Automobile dealers,.n:  No answer,NO,NO,NO,YES,4,5,.i:  Inapplicable,INTELLIGENT,INTELLIGENT,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2016,212,.i:  Inapplicable,Slightly conservative,NO,NO,YES,NO,HARDWORKING,HARDWORKING,.i:  Inapplicable,INTELLIGENT,INTELLIGENT,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2016,213,"Funeral homes, and cemeteries and crematories","Moderate, middle of the road",NO,NO,NO,NO,4,3,.i:  Inapplicable,4,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2016,214,Department stores and discount stores,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,215,Elementary and secondary schools,Slightly conservative,NO,NO,NO,YES,5,5,.i:  Inapplicable,5,5,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Reduced a lot
2016,216,Truck transportation,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,217,"Justice, public order, and safety activities","Moderate, middle of the road",YES,NO,YES,NO,3,4,.i:  Inapplicable,4,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2016,218,Services incidental to transportation,"Moderate, middle of the road",NO,NO,NO,YES,6,4,.i:  Inapplicable,6,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2016,219,Construction,Liberal,YES,NO,YES,NO,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,FAVOR,FAVOR,FAVOR,Increased a little
2016,220,Executive offices and legislative bodies,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,221,Private households,.n:  No answer,NO,NO,YES,.d:  Do not Know/Cannot Choose,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2016,222,Cut and sew apparel manufacturing,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,223,Hospitals,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,224,Oil and gas extraction,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,225,Automobile dealers,Extremely conservative,NO,NO,NO,YES,5,4,.i:  Inapplicable,5,6,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2016,226,Medical equipment and supplies manufacturing,"Moderate, middle of the road",.d:  Do not Know/Cannot Choose,NO,NO,NO,2,5,.i:  Inapplicable,6,4,.i:  Inapplicable,OPPOSE,STRONGLY OPPOSE,FAVOR,Increased a little
2016,227,"Management, scientific, and technical consulting services",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,228,"Professional and commercial equipment and supplies, merchant wholesalers","Moderate, middle of the road",NO,NO,YES,NO,4,4,.i:  Inapplicable,3,5,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2016,229,Insurance carriers and related activities,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,230,Investigation and security services,Conservative,NO,NO,YES,NO,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,FAVOR,FAVOR,FAVOR,Remain the same as it is
2016,231,"Electronic component and product manufacturing, n.e.c.",Conservative,YES,NO,NO,YES,2,2,.i:  Inapplicable,6,5,.i:  Inapplicable,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a little
2016,232,Executive offices and legislative bodies,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,233,Motion pictures and video industries,Conservative,NO,NO,NO,YES,3,4,.i:  Inapplicable,5,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,FAVOR,Remain the same as it is
2016,234,"Textile product mills, except carpet and rug",Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,235,Elementary and secondary schools,Slightly conservative,YES,NO,NO,NO,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,FAVOR,FAVOR,FAVOR,Remain the same as it is
2016,236,Other health care services,Conservative,.d:  Do not Know/Cannot Choose,NO,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,4,4,.i:  Inapplicable,5,5,.i:  Inapplicable,FAVOR,FAVOR,FAVOR,Remain the same as it is
2016,237,Department stores and discount stores,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,238,Commercial and service industry machinery manufacturing,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,239,Private households,Liberal,YES,NO,NO,NO,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2016,240,Construction,Slightly conservative,NO,NO,YES,NO,6,4,.i:  Inapplicable,INTELLIGENT,5,.i:  Inapplicable,FAVOR,NEITHER FAVOR NOR OPPOSE,FAVOR,Remain the same as it is
2016,241,"Alcoholic beverages, merchant wholesalers",Slightly conservative,NO,NO,NO,YES,4,6,.i:  Inapplicable,4,6,.i:  Inapplicable,STRONGLY OPPOSE,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a lot
2016,242,"Radio, TV, and computer stores",Slightly liberal,NO,NO,YES,NO,3,3,.i:  Inapplicable,6,4,.i:  Inapplicable,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a little
2016,243,Hospitals,Liberal,.d:  Do not Know/Cannot Choose,NO,NO,NO,2,LAZY,.i:  Inapplicable,INTELLIGENT,2,.i:  Inapplicable,STRONGLY OPPOSE,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2016,244,Petroleum refining,Conservative,NO,NO,NO,YES,5,LAZY,.i:  Inapplicable,5,5,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2016,245,Insurance carriers and related activities,"Moderate, middle of the road",NO,YES,NO,YES,4,4,.i:  Inapplicable,5,3,.i:  Inapplicable,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a lot
2016,246,"Securities, commodities, funds, trusts, and other financial investments",Liberal,NO,NO,NO,YES,HARDWORKING,6,.i:  Inapplicable,6,5,.i:  Inapplicable,OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2016,247,Child day care services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,248,"Sporting goods, camera, and hobby and toy stores","Moderate, middle of the road",YES,NO,YES,NO,3,3,.i:  Inapplicable,5,5,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2016,249,Elementary and secondary schools,.n:  No answer,.n:  No answer,NO,YES,NO,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,STRONGLY FAVOR,STRONGLY FAVOR,FAVOR,Remain the same as it is
2016,250,"Professional and commercial equipment and supplies, merchant wholesalers",Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,251,Insurance carriers and related activities,Slightly conservative,NO,NO,YES,YES,5,5,.i:  Inapplicable,5,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2016,252,Electronic shopping,Liberal,YES,NO,YES,YES,5,5,.i:  Inapplicable,4,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2016,253,"Securities, commodities, funds, trusts, and other financial investments","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,254,Miscellaneous general merchandise stores,Slightly conservative,NO,NO,NO,YES,5,4,.i:  Inapplicable,5,5,.i:  Inapplicable,FAVOR,FAVOR,FAVOR,Reduced a little
2016,255,.i:  Inapplicable,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,256,Truck transportation,Slightly liberal,YES,NO,YES,NO,4,3,.i:  Inapplicable,4,4,.i:  Inapplicable,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2016,257,Elementary and secondary schools,"Moderate, middle of the road",NO,NO,NO,NO,4,6,.i:  Inapplicable,4,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2016,258,"Electronic component and product manufacturing, n.e.c.",Slightly liberal,YES,NO,YES,YES,2,4,.i:  Inapplicable,3,5,.i:  Inapplicable,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2016,259,Elementary and secondary schools,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,260,.n:  No answer,"Moderate, middle of the road",YES,NO,NO,NO,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2016,261,"Colleges and universities, including junior colleges",Extremely liberal,YES,NO,YES,NO,4,4,.i:  Inapplicable,5,5,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2016,262, Restaurants and other food services,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,263,Couriers and messengers,"Moderate, middle of the road",NO,NO,NO,NO,5,5,.i:  Inapplicable,5,5,.i:  Inapplicable,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2016,264,Child day care services,Liberal,NO,NO,YES,NO,HARDWORKING,HARDWORKING,.i:  Inapplicable,INTELLIGENT,INTELLIGENT,.i:  Inapplicable,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a little
2016,265,"Civic, social, advocacy organizations, and grantmaking and giving services",Slightly conservative,NO,YES,YES,NO,3,3,.i:  Inapplicable,3,4,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2016,266,Hospitals,"Moderate, middle of the road",NO,NO,NO,YES,3,4,.i:  Inapplicable,6,6,.i:  Inapplicable,FAVOR,FAVOR,FAVOR,Reduced a lot
2016,267,Hospitals,Extremely liberal,NO,NO,NO,NO,5,5,.i:  Inapplicable,5,5,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Reduced a lot
2016,268,Postal Service,.d:  Do not Know/Cannot Choose,YES,NO,NO,YES,3,5,.i:  Inapplicable,6,6,.i:  Inapplicable,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot
2016,269,Waste management and remediation services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2016,270,"Colleges and universities, including junior colleges",Extremely liberal,YES,NO,YES,NO,4,4,.i:  Inapplicable,4,4,.i:  Inapplicable,FAVOR,FAVOR,NEITHER FAVOR NOR OPPOSE,Increased a lot
