year,id_,indus10,polviews,racdif1,racdif2,racdif3,racdif4,workwhts,workblks,intlwhts,intlblks,marblk,marwht,letin1a,ballot
2012,1403,"Electrical lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.",Conservative,YES,.d:  Do not Know/Cannot Choose,NO,YES,4,5,3,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2012,1404,Motor vehicles and motor vehicle equipment manufacturing,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1405,"Management, scientific, and technical consulting services",Conservative,NO,NO,NO,YES,4,4,4,4,FAVOR,FAVOR,Reduced a lot,Ballot b
2012,1406,Grocery stores,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1407, Restaurants and other food services,"Moderate, middle of the road",NO,NO,YES,YES,3,6,6,4,STRONGLY OPPOSE,STRONGLY OPPOSE,Increased a little,Ballot b
2012,1408,"Groceries and related products, merchant wholesalers","Moderate, middle of the road",NO,NO,NO,NO,3,3,3,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot a
2012,1409,Nonferrous metal (except aluminum) production and processing,"Moderate, middle of the road",NO,NO,YES,NO,3,3,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot a
2012,1410,Not specified manufacturing industries,Slightly conservative,NO,NO,NO,NO,4,5,5,4,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a little,Ballot b
2012,1411,Not specified retail trade,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1412,Offices of dentists,Slightly conservative,NO,NO,NO,NO,6,4,5,4,STRONGLY OPPOSE,OPPOSE,Reduced a lot,Ballot b
2012,1413,"Accounting, tax preparation, bookkeeping, and payroll services",Slightly conservative,NO,NO,NO,YES,4,4,4,4,OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot a
2012,1414,Postal Service,"Moderate, middle of the road",NO,NO,NO,NO,3,3,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot b
2012,1415,"Miscellaneous manufacturing, n.e.c.",Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1416,"Colleges and universities, including junior colleges",Extremely conservative,YES,NO,YES,NO,4,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is,Ballot b
2012,1417,"Machinery manufacturing, n.e.c.    ",Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1418,Not specified manufacturing industries,"Moderate, middle of the road",NO,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot a
2012,1419, Restaurants and other food services,"Moderate, middle of the road",YES,NO,NO,YES,5,4,6,6,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot b
2012,1420,Insurance carriers and related activities,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1421,.n:  No answer,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1422,Elementary and secondary schools,"Moderate, middle of the road",.d:  Do not Know/Cannot Choose,YES,YES,YES,4,5,5,4,OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little,Ballot a
2012,1423,Private households,"Moderate, middle of the road",.n:  No answer,NO,NO,NO,3,4,5,4,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is,Ballot a
2012,1424,Gasoline stations,"Moderate, middle of the road",YES,NO,NO,YES,5,6,5,6,STRONGLY OPPOSE,STRONGLY FAVOR,Reduced a lot,Ballot b
2012,1425,Sawmills and wood preservation,Slightly liberal,YES,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot a
2012,1426,Motor vehicles and motor vehicle equipment manufacturing,"Moderate, middle of the road",YES,NO,NO,YES,3,5,3,5,OPPOSE,FAVOR,Remain the same as it is,Ballot b
2012,1427,Nursing care facilities,Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1428,Elementary and secondary schools,Liberal,NO,NO,NO,NO,4,4,6,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little,Ballot b
2012,1429,Grocery stores,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1430,Miscellaneous wood products,Conservative,YES,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,YES,3,5,5,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2012,1431,Department stores and discount stores,Conservative,NO,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot a
2012,1432,"Auto parts, accessories, and tire stores",Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1433,Animal production,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,NO,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,OPPOSE,.d:  Do not Know/Cannot Choose,Ballot b
2012,1434,Hospitals,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1435,Not specified metal industries,Conservative,NO,NO,NO,NO,3,3,4,4,OPPOSE,STRONGLY FAVOR,Reduced a little,Ballot a
2012,1436,"Electrical lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.",Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1437,"Coating, engraving, heat treating and allied activities",Conservative,NO,NO,NO,YES,4,6,6,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot b
2012,1438,Nursing care facilities,"Moderate, middle of the road",NO,NO,NO,YES,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot a
2012,1439, Restaurants and other food services,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1440,"Health and personal care, except drug, stores","Moderate, middle of the road",NO,NO,NO,YES,4,4,5,5,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is,Ballot a
2012,1441,Computer systems design and related services,Liberal,NO,NO,YES,YES,2,4,4,4,OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2012,1442,Foundries,.d:  Do not Know/Cannot Choose,NO,YES,.d:  Do not Know/Cannot Choose,YES,2,6,INTELLIGENT,5,FAVOR,STRONGLY FAVOR,Remain the same as it is,Ballot a
2012,1443,Leather tanning and finishing and other allied products manufacturing,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1444,Animal slaughtering and processing,.d:  Do not Know/Cannot Choose,NO,.d:  Do not Know/Cannot Choose,NO,YES,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot b
2012,1445,"Other amusement, gambling, and recreation industries",Slightly liberal,YES,YES,YES,YES,3,5,6,2,OPPOSE,FAVOR,Increased a lot,Ballot a
2012,1446,Plastics product manufacturing,"Moderate, middle of the road",NO,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2012,1447,Not specified food industries,"Moderate, middle of the road",NO,NO,NO,NO,5,5,6,5,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is,Ballot a
2012,1448,Nursing care facilities,"Moderate, middle of the road",NO,NO,NO,YES,3,5,5,4,OPPOSE,STRONGLY FAVOR,Reduced a lot,Ballot b
2012,1449,Banking and related activities,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1450,Hospitals,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1451,.i:  Inapplicable,"Moderate, middle of the road",YES,.d:  Do not Know/Cannot Choose,YES,.d:  Do not Know/Cannot Choose,3,4,5,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot a
2012,1452,Hospitals,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1453,Computer systems design and related services,"Moderate, middle of the road",NO,NO,NO,YES,4,5,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little,Ballot a
2012,1454,Banking and related activities,Conservative,YES,NO,YES,NO,5,5,4,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.d:  Do not Know/Cannot Choose,Ballot b
2012,1455,"Civic, social, advocacy organizations, and grantmaking and giving services",Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1456,Animal slaughtering and processing,"Moderate, middle of the road",NO,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot b
2012,1457,Motor vehicles and motor vehicle equipment manufacturing,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1458,"Cement, concrete, lime, and gypsum product manufacturing",Slightly liberal,NO,NO,YES,NO,4,3,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little,Ballot a
2012,1459,"Business, technical, and trade schools and training",Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1460,"Miscellaneous manufacturing, n.e.c.",Liberal,YES,NO,YES,NO,4,3,4,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot a
2012,1461,Truck transportation,"Moderate, middle of the road",NO,NO,NO,NO,5,3,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot b
2012,1462,Insurance carriers and related activities,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1463,Elementary and secondary schools,"Moderate, middle of the road",NO,NO,NO,YES,4,5,2,4,OPPOSE,OPPOSE,Reduced a little,Ballot a
2012,1464,Insurance carriers and related activities,Liberal,NO,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot b
2012,1465,Executive offices and legislative bodies,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1466,Beauty salons,Slightly liberal,YES,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot a
2012,1467,Other telecommunications services,Liberal,YES,NO,YES,YES,5,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2012,1468,Waste management and remediation services,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1469,Radio and television broadcasting and cable subscription programming,"Moderate, middle of the road",NO,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2012,1470,Scientific research and development services,Conservative,YES,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot a
2012,1471,.n:  No answer,Slightly conservative,NO,NO,YES,YES,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2012,1472,Animal slaughtering and processing,Slightly conservative,NO,NO,NO,NO,3,4,5,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot a
2012,1473,Hospitals,"Moderate, middle of the road",YES,NO,NO,NO,2,5,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2012,1474,"Alcoholic beverages, merchant wholesalers",Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1475,Bus service and urban transit,"Moderate, middle of the road",NO,NO,NO,YES,4,6,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot a
2012,1476,Department stores and discount stores,Conservative,NO,NO,NO,YES,4,5,4,5,STRONGLY OPPOSE,STRONGLY FAVOR,Reduced a lot,Ballot b
2012,1477,Truck transportation,"Moderate, middle of the road",NO,NO,NO,YES,3,3,6,6,OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot a
2012,1478,Individual and family services,Liberal,NO,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2012,1479,"Radio, TV, and computer stores",Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1480,Legal services,Slightly liberal,.d:  Do not Know/Cannot Choose,NO,YES,NO,2,2,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot a
2012,1481,"Civic, social, advocacy organizations, and grantmaking and giving services",Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1482,Real estate,Conservative,NO,NO,NO,YES,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2012,1483,Executive offices and legislative bodies,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1484, Restaurants and other food services,"Moderate, middle of the road",NO,NO,NO,YES,2,6,5,4,OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot b
2012,1485,Department stores and discount stores,Conservative,NO,NO,NO,YES,2,4,4,4,OPPOSE,STRONGLY FAVOR,Remain the same as it is,Ballot a
2012,1486,Administration of human resource programs,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1487,Commercial and industrial machinery and equipment repair and maintenance,Slightly liberal,YES,.d:  Do not Know/Cannot Choose,YES,.d:  Do not Know/Cannot Choose,4,4,5,4,FAVOR,STRONGLY FAVOR,Remain the same as it is,Ballot a
2012,1488,Banking and related activities,Conservative,YES,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,FAVOR,Remain the same as it is,Ballot b
2012,1489,Hospitals,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1490,"Justice, public order, and safety activities","Moderate, middle of the road",NO,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot a
2012,1491,Veterinary services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1492,Administration of environmental quality and housing programs,"Moderate, middle of the road",NO,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2012,1493,Hospitals,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1494, Restaurants and other food services,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1495, Restaurants and other food services,"Moderate, middle of the road",YES,NO,NO,YES,5,6,4,4,FAVOR,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot b
2012,1496, Restaurants and other food services,"Moderate, middle of the road",YES,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little,Ballot a
2012,1497,Child day care services,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1498,"Drinking places, alcoholic beverages",Conservative,YES,NO,NO,NO,3,3,5,5,STRONGLY FAVOR,STRONGLY FAVOR,Increased a lot,Ballot b
2012,1499,Construction,"Moderate, middle of the road",NO,NO,NO,NO,4,4,5,5,FAVOR,FAVOR,Remain the same as it is,Ballot a
2012,1500,Outpatient care centers,Liberal,NO,NO,NO,NO,3,3,6,6,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot b
2012,1501,"Alcoholic beverages, merchant wholesalers","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1502,National security and international affairs,Liberal,NO,NO,NO,YES,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little,Ballot a
2012,1503,"Justice, public order, and safety activities","Moderate, middle of the road",NO,NO,NO,YES,4,4,5,5,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is,Ballot a
2012,1504,Grocery stores,"Moderate, middle of the road",NO,NO,NO,YES,6,5,4,4,FAVOR,STRONGLY FAVOR,Reduced a little,Ballot a
2012,1505,Home health care services,"Moderate, middle of the road",YES,NO,NO,YES,2,3,6,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is,Ballot b
2012,1506,Waste management and remediation services,Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1507,"Other amusement, gambling, and recreation industries","Moderate, middle of the road",YES,NO,NO,NO,4,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,Increased a little,Ballot a
2012,1508,Elementary and secondary schools,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1509,"Colleges and universities, including junior colleges","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1510,"Management, scientific, and technical consulting services",Slightly conservative,NO,NO,NO,NO,HARDWORKING,6,INTELLIGENT,6,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Reduced a lot,Ballot b
2012,1511,Hospitals,Extremely liberal,YES,NO,YES,NO,4,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,Increased a little,Ballot a
2012,1512,"Periodical, book, and directory publishers",Conservative,NO,NO,YES,NO,5,5,5,5,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is,Ballot b
2012,1513,"Machinery, equipment, and supplies, merchant wholesalers","Moderate, middle of the road",YES,NO,YES,YES,5,6,6,5,OPPOSE,STRONGLY FAVOR,Reduced a lot,Ballot a
2012,1514,Administration of environmental quality and housing programs,Slightly liberal,NO,NO,NO,.d:  Do not Know/Cannot Choose,4,4,4,4,FAVOR,FAVOR,Remain the same as it is,Ballot b
2012,1515,"Miscellaneous manufacturing, n.e.c.","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1516, Restaurants and other food services,Extremely conservative,YES,NO,YES,YES,HARDWORKING,HARDWORKING,4,4,STRONGLY FAVOR,STRONGLY OPPOSE,Increased a lot,Ballot b
2012,1517,Banking and related activities,"Moderate, middle of the road",YES,NO,YES,NO,6,3,4,5,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a little,Ballot a
2012,1518,U.S. Armed Forces/n.s.,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2012,1519,Hospitals,Slightly liberal,NO,NO,YES,YES,HARDWORKING,3,6,6,STRONGLY FAVOR,STRONGLY FAVOR,Increased a little,Ballot b
2012,1520,.i:  Inapplicable,Conservative,NO,NO,NO,YES,5,6,6,6,STRONGLY OPPOSE,STRONGLY FAVOR,Reduced a lot,Ballot b
2012,1521,"Alcoholic beverages, merchant wholesalers",.d:  Do not Know/Cannot Choose,NO,NO,NO,YES,5,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot,Ballot a
